ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00008939,Jul,1,Friday,Honda,Urban,Friday,Jul,2,Male,Married,52,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8331,10,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
CL00012184,Mar,1,Saturday,Toyota,Rural,Thursday,Mar,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12159,3,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00015080,Jul,3,Saturday,Toyota,Urban,Thursday,Sep,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14599,4,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00001107,Jun,5,Thursday,Honda,Urban,Saturday,Jul,1,Male,Married,55,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11245,2,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00013529,Oct,4,Sunday,Honda,Urban,Tuesday,Oct,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15084,7,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00009519,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,4,Male,Single,21,Third Party,Sedan - Collision,Sedan,more than 69000,0,4823,2,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
CL00000610,Aug,3,Thursday,Pontiac,Urban,Friday,Aug,3,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,5776,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
CL00012705,Nov,2,Thursday,Pontiac,Urban,Wednesday,Nov,3,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,7873,7,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995,Collision
CL00014679,Nov,1,Friday,Ford,Urban,Tuesday,Nov,2,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10873,4,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003877,Mar,4,Sunday,Mazda,Urban,Tuesday,Apr,1,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12889,10,400,4,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00006471,Jul,3,Thursday,Pontiac,Urban,Friday,Jul,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4066,12,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00012531,Jul,4,Tuesday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,less than 20000,0,15005,7,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00010598,Oct,3,Monday,Honda,Urban,Monday,Oct,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9406,5,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00006988,Dec,2,Wednesday,Accura,Urban,Wednesday,Dec,2,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3179,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00002250,Jun,1,Friday,Pontiac,Urban,Thursday,Jun,2,Male,Single,59,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9197,11,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00002448,Dec,4,Friday,Honda,Urban,Tuesday,Dec,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1667,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00012160,Feb,1,Monday,Honda,Urban,Wednesday,Feb,2,Female,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13599,5,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00006897,Apr,3,Friday,Toyota,Rural,Friday,Apr,3,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2419,15,400,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00008058,Jul,4,Monday,Toyota,Urban,Wednesday,Jul,4,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,886,10,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00001424,Jul,2,Wednesday,Mazda,Rural,Friday,Jul,3,Female,Married,48,Third Party,Sedan - Liability,Sport,20000 to 29000,0,4213,15,400,3,more than 30,more than 30,1,5 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00001915,Jan,2,Tuesday,Toyota,Urban,Thursday,Jan,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12730,9,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00010761,Oct,4,Saturday,Ford,Urban,Tuesday,Oct,4,Male,Single,24,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,14669,15,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision
CL00007986,Nov,2,Wednesday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9829,3,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,1 year,2 vehicles,1995,Liability
CL00001100,Jan,2,Tuesday,Accura,Urban,Friday,Jan,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,3561,8,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00005669,Apr,5,Sunday,Pontiac,Urban,Friday,May,2,Male,Single,25,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3201,4,400,1,more than 30,more than 30,none,2 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00006787,Dec,3,Saturday,Pontiac,Rural,Monday,Dec,3,Male,Married,36,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12222,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00001637,Aug,4,Saturday,Pontiac,Urban,Monday,Aug,5,Male,Single,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8652,3,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,3 to 4,1995,Liability
CL00005820,May,3,Sunday,Chevrolet,Rural,Monday,May,3,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,7767,7,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00006907,Nov,4,Wednesday,Chevrolet,Urban,Thursday,Nov,4,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,724,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00007780,Jan,4,Monday,Toyota,Urban,Thursday,Jan,4,Male,Married,49,Third Party,Sedan - All Perils,Sedan,less than 20000,0,10403,3,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00004053,Aug,1,Monday,Honda,Urban,Monday,Sep,1,Male,Single,30,Third Party,Sedan - Liability,Sport,more than 69000,0,13433,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00015274,Apr,3,Sunday,Pontiac,Rural,Monday,Apr,3,Male,Married,45,Third Party,Sedan - Collision,Sedan,less than 20000,0,6371,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,Collision
CL00006707,Jun,3,Thursday,Pontiac,Rural,Friday,Jun,3,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1308,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014025,Oct,3,Saturday,Mazda,Rural,Monday,Oct,3,Male,Single,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15198,12,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1996,Liability
CL00008225,Oct,5,Sunday,Pontiac,Urban,Monday,Nov,2,Male,Single,20,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10216,7,400,1,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00013454,Sep,2,Friday,Honda,Urban,Wednesday,Sep,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,14472,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00003252,Jan,3,Friday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11838,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00004426,May,1,Friday,Pontiac,Rural,Monday,May,2,Female,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10759,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00002181,Dec,4,Thursday,Toyota,Urban,Thursday,Dec,5,Female,Married,37,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,8748,14,400,3,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,Collision
CL00009503,Mar,2,Wednesday,Toyota,Urban,Friday,Mar,2,Female,Married,38,Third Party,Sedan - All Perils,Sedan,more than 69000,0,12491,15,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00008244,Apr,5,Friday,Pontiac,Urban,Wednesday,May,1,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3210,2,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002167,Oct,4,Wednesday,Mazda,Urban,Wednesday,Oct,4,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2745,12,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00000998,Oct,4,Sunday,Honda,Urban,Tuesday,Oct,4,Male,Married,38,Policy Holder,Sport - Collision,Sport,more than 69000,0,13349,9,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00014397,Nov,3,Thursday,Mazda,Urban,Friday,Nov,3,Male,Married,74,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14335,12,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00012714,Nov,3,Monday,Pontiac,Urban,Wednesday,Nov,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1135,5,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
CL00014155,May,3,Wednesday,Mazda,Urban,Tuesday,May,4,Female,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10073,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00004501,Mar,5,Wednesday,Honda,Urban,Wednesday,Mar,5,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6098,3,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,Liability
CL00004778,May,5,Monday,Toyota,Urban,Thursday,Jun,1,Male,Married,80,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11706,12,400,3,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00008507,Jan,4,Friday,Toyota,Urban,Wednesday,Jan,4,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15363,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00000210,Dec,3,Monday,Pontiac,Urban,Monday,Jan,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,8703,12,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00002902,Sep,5,Thursday,Mercury,Urban,Monday,Oct,1,Female,Married,49,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,13254,9,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00002849,Feb,3,Saturday,Chevrolet,Urban,Thursday,Feb,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10349,6,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00014821,Apr,5,Friday,Honda,Urban,Monday,May,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4181,8,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00005405,Nov,2,Wednesday,Mazda,Urban,Friday,Nov,3,Male,Single,29,Policy Holder,Sport - Collision,Sport,more than 69000,0,7711,4,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00012721,May,4,Monday,Mazda,Urban,Monday,May,4,Male,Widow,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,150,15,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00008842,Dec,2,Saturday,Pontiac,Urban,Monday,Dec,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6201,15,700,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00008000,Nov,1,Thursday,Mazda,Urban,Friday,Nov,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3380,4,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00008364,Dec,4,Tuesday,Toyota,Urban,Tuesday,Jan,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10420,13,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00008062,Sep,1,Monday,Ford,Urban,Monday,Sep,1,Male,Married,58,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12225,10,400,2,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00011566,Jan,4,Friday,Mazda,Urban,Tuesday,Mar,1,Male,Married,36,Third Party,Sport - Collision,Sport,more than 69000,0,762,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00003424,Dec,3,Wednesday,Honda,Urban,Tuesday,Dec,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1056,9,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00010276,Jun,4,Wednesday,Honda,Urban,Friday,Jun,4,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,4656,15,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
CL00011623,Oct,1,Sunday,Pontiac,Urban,Friday,Oct,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15226,16,400,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability
CL00004213,Nov,2,Wednesday,Pontiac,Urban,Friday,Nov,2,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6363,4,400,2,more than 30,more than 30,none,2 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00000134,Nov,1,Thursday,Pontiac,Rural,Friday,Nov,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6235,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00014072,Oct,5,Saturday,Mazda,Urban,Monday,Oct,5,Female,Single,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10451,2,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00000588,Mar,1,Sunday,VW,Urban,Monday,Mar,3,Female,Single,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,10557,9,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,All Perils
CL00006583,Jan,3,Tuesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10354,15,500,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,2 to 3 years,2 vehicles,1995,Liability
CL00012813,May,2,Tuesday,Toyota,Urban,Tuesday,May,3,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3556,5,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00005758,Jul,2,Wednesday,Chevrolet,Urban,Monday,Aug,2,Male,Married,48,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12334,2,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00006412,Oct,5,Sunday,Mazda,Urban,Monday,Oct,5,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11285,7,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,1 year,1 vehicle,1995,Collision
CL00008398,Sep,3,Sunday,Toyota,Urban,Monday,Sep,3,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2283,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00013526,Nov,3,Friday,Honda,Urban,Wednesday,Nov,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,608,7,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00001063,Sep,4,Thursday,Chevrolet,Urban,Monday,Sep,4,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,6590,16,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00002184,Aug,5,Wednesday,Honda,Urban,Tuesday,Sep,1,Female,Single,20,Third Party,Sport - Collision,Sport,more than 69000,0,15087,1,400,3,more than 30,more than 30,none,5 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00010912,May,3,Sunday,Honda,Rural,Monday,May,3,Male,Married,56,Third Party,Sedan - Liability,Sport,20000 to 29000,0,11602,6,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability
CL00007596,Oct,3,Sunday,Pontiac,Urban,Thursday,Oct,3,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7493,6,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00004217,Sep,2,Friday,Pontiac,Urban,Thursday,Oct,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6207,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00003308,Mar,3,Thursday,Pontiac,Urban,Monday,Mar,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3239,7,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00007361,Oct,4,Thursday,Toyota,Rural,Tuesday,Dec,2,Male,Married,80,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9613,12,400,3,more than 30,more than 30,none,6 years,over 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003337,May,5,Wednesday,Toyota,Urban,Thursday,Jun,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14761,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision
CL00003091,Dec,4,Thursday,Pontiac,Urban,Thursday,Dec,4,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9600,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00009204,Oct,4,Wednesday,Pontiac,Urban,Thursday,Nov,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10850,1,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00009429,Dec,4,Tuesday,Chevrolet,Rural,Wednesday,Dec,5,Female,Single,33,Third Party,Sedan - All Perils,Sedan,more than 69000,1,11119,1,500,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,All Perils
